"identifier	Origin	DiffAvg	definition",,,,,,,,,,
"MOD:00076	R	28.05	""A protein modification that effectively converts an L-arginine residue to symmetric dimethylarginine", N(omega),"N&apos;(omega)-dimethyl-L-arginine.""",,,,,,,,
"MOD:00077	R	28.05	""A protein modification that effectively converts an L-arginine residue to asymmetric dimethylarginine", N(omega),"N(omega)-dimethyl-L-arginine.""",,,,,,,,
"MOD:00783	R	28.05	""A protein modification that effectively replaces two hydrogen atoms of an L-arginine residue with two methyl groups.""",,,,,,,,,,
"MOD:01898	R	28.05	""modification from RESID""",,,,,,,,,,
"MOD:00374	R	32.00	""A protein modification that effectively converts an L-arginine residue to 3","4-dihydroxy-L-arginine.""",,,,,,,,,
"MOD:00638	R	36.08	""A protein modification that effectively replaces two hydrogen atoms of an L-arginine residue with two (13)C",3x(2)H labeled methyl groups to form a 2x(13)C,"6x(2)H labeled dimethylated L-arginine.""",,,,,,,,
"MOD:00359	R	42.04	""A protein modification that effectively converts an L-arginine residue to N2-acetyl-L-arginine.""",,,,,,,,,,
"MOD:00442	R	42.04	""Covalent modification of a peptide or protein L-arginine residue to protonated omega-N",omega-N&apos;-dimethylated L-arginine with secondary loss of an N,"N&apos;-carbodiimide molecular fragment.""",,,,,,,,
"MOD:01669	R	42.08	""A protein modification that effectively converts an L-arginine residue to N(omega)",N(omega),"N&apos;(omega)-trimethyl-L-arginine.""",,,,,,,,
"MOD:00933	R	54.05	""modification from UniMod Chemical derivative - 5-hydro-5-methylimidazol-4-one"," arginine methylglyoxal arginine adduct (+54 amu)""",,,,,,,,,
"MOD:00443	R	59.09	""Covalent modification of a peptide or protein L-arginine residue to protonated omega-N",omega-N-dimethlyated L-arginine with secondary neutral loss of an N,"N-dimethylamine molecular fragment.""",,,,,,,,
"MOD:00227	R	79.98	""A protein modification that effectively converts an L-arginine residue to omega-N-phospho-L-arginine.""",,,,,,,,,,
"MOD:00542	R	132.12	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00332	R	162.14	""A protein modification that effectively converts an L-arginine residue to N4-glucosyl-arginine.""",,,,,,,,,,
"MOD:01199	R	192.17	""A protein modification that effectively converts an L-arginine residue to an N-heptosyl-L-arginine.""",,,,,,,,,,
"MOD:00572	R	199.27	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01967	R	203.19	""A protein modification that effectively converts an L-arginine residue to  omega-N-(N-acetylamino)glucosyl-L-arginine.""",,,,,,,,,,
"MOD:01141	R	266.36	""A protein modification that is produced by reaction with 2",2,5,7,8-pentamethylchroman-6-sulfonyl chloride, Pmc chloride, to form omega-N-(2,2,5,7,"8-pentamethylchroman-6-sulfonyl)-L-arginine."""
"MOD:00543	R	282.25	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00937	R	290.40	""modification from UniMod Post-translational""",,,,,,,,,,
"MOD:00934	R	306.40	""modification from UniMod Post-translational""",,,,,,,,,,
"MOD:00488	R	310.41	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00489	R	312.43	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01262	R	362.38	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:01269	R	380.39	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:01368	R	421.43	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:00177	R	541.30	""A protein modification that effectively converts an L-argininine residue to omega-N-(ADP-ribosyl)-L-arginine.""",,,,,,,,,,
"MOD:01646	S	-87.08	""A protein modification that effectively removes or replaces an L-serine.""",,,,,,,,,,
"MOD:00189	S	-18.02	""A protein modification that effectively converts an L-serine residue to dehydroalanine.""",,,,,,,,,,
"MOD:00807	S	-17.03	""A protein modification that effectively converts an L-serine residue to pyruvic acid.""",,,,,,,,,,
"MOD:00858	S	-16.00	""A protein modification that effectively converts an L-serine residue to D-alanine.""",,,,,,,,,,
"MOD:00194	S	-15.02	""A protein modification that effectively converts an L-serine residue to an amino-terminal lactic acid.""",,,,,,,,,,
"MOD:00835	S	-2.02	""A protein modification that effectively converts an L-serine residue to L-oxoalanine.""",,,,,,,,,,
"MOD:00213	S	-1.01	""A protein modification that effectively cross-links an L-serine residue to the polymer chondroitin sulfate by a D-glucuronosyl-D-galactosyl-D-galactosyl-D-xylosyl tetrasaccharide.""",,,,,,,,,,
"MOD:00214	S	-1.01	""A protein modification that effectively cross-links an L-serine residue to the polymer dermatan 4-sulfate by a D-glucuronosyl-D-galactosyl-D-galactosyl-D-xylosyl tetrasaccharide.""",,,,,,,,,,
"MOD:00215	S	-1.01	""A protein modification that effectively cross-links an L-serine residue to the polymer heparan sulfate by a D-glucuronosyl-D-galactosyl-D-galactosyl-D-xylosyl tetrasaccharide.""",,,,,,,,,,
"MOD:00105	S	-0.98	""A protein modification that effectively converts an L-serine residue to L-serine amide.""",,,,,,,,,,
"MOD:01801	S	1.01	""A protein modification that effectively converts an L-serine residue to an L-serinium (protonated L-serine).""",,,,,,,,,,
"MOD:01234	S	2.00	""modification from UniMod Isotopic label - alkaline phosphatase to dephosphorylate""",,,,,,,,,,
"MOD:01922	S	12.01	""A protein modification that effectively converts an L-serine residue to 3-methoxydehydroalanine.""",,,,,,,,,,
"MOD:01302	S	13.04	""A protein modification that effectively converts an L-serine residue to 2-amino-3-(methylamino)propanoic acid.""",,,,,,,,,,
"MOD:01384	S	13.98	""A protein modification that effectively converts an L-serine residue to an aminomalonic acid.""",,,,,,,,,,
"MOD:01782	S	14.03	""A protein modification that effectively converts an L-serine residue to N-methyl-L-serine.""",,,,,,,,,,
"MOD:01445	S	16.00	""A protein modification that effectively converts an L-serine residue to L-3","3-dihydroxyoalanine.""",,,,,,,,,
"MOD:01222	S	28.01	""A protein modification that effectively converts an L-serine residue to O-formyl-L-serine.""",,,,,,,,,,
"MOD:01783	S	28.05	""A protein modification that effectively converts an L-serine residue to N","N-dimethyl-L-serine.""",,,,,,,,,
"MOD:00060	S	42.04	""A protein modification that effectively converts an L-serine residue to N-acetyl-L-serine.""",,,,,,,,,,
"MOD:00369	S	42.04	""A protein modification that effectively converts an L-serine residue to O-acetyl-L-serine.""",,,,,,,,,,
"MOD:00647	S	42.04	""A protein modification that effectively converts an L-serine residue to either N-acetyl-L-serine", O-acetyl-L-serine, or N,"O-diacetyl-L-serine.""",,,,,,,
"MOD:01784	S	43.09	""A protein modification that effectively converts an L-serine residue to N",N,"N-trimethyl-L-serine.""",,,,,,,,
"MOD:00636	S	44.11	""A protein modification that effectively converts an L-serine residue to S-ethylcysteine.""",,,,,,,,,,
"MOD:00882	S	59.13	""A protein modification that effectively converts an L-serine residue to S-(2-aminoethyl)cysteine.""",,,,,,,,,,
"MOD:00982	S	62.97	""A protein modification that effectively converts an L-serine residue to L-selenocysteine (not known as a natural post-translational modification process).""",,,,,,,,,,
"MOD:01255	S	76.18	""A protein modification that effectively converts an L-serine residue to S-(2-sulfanylethyl)cysteine.""",,,,,,,,,,
"MOD:00218	S	78.97	""A protein modification that effectively crosslinks an L-serine residue and the 5&apos;-end of RNA through a phosphodiester to form O4&apos;-(phospho-5&apos;-RNA)-L-serine.""",,,,,,,,,,
"MOD:00251	S	78.97	""A protein modification that effectively crosslinks an L-serine residue and the 5&apos;-end of DNA through a phosphodiester bond to form O-(phospho-5&apos;-DNA)-L-serine.""",,,,,,,,,,
"MOD:00046	S	79.98	""A protein modification that effectively converts an L-serine residue to O-phospho-L-serine.""",,,,,,,,,,
"MOD:01451	S	79.98	""A protein modification that converts an L-serine residue to O-phosphopantetheine-L-serine with secondary neutral loss of pantetheine resulting in O-phospho-L-serine.""",,,,,,,,,,
"MOD:00366	S	80.06	""A protein modification that effectively converts an L-serine residue to O-sulfo-L-serine.""",,,,,,,,,,
"MOD:00648	S	84.07	""A protein modification that effectively converts an L-serine residue to N","O-diacetyl-L-serine.""",,,,,,,,,
"MOD:01318	S	87.18	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:01083	S	90.13	""A protein modification that effectively converts an L-serine residue to O-benzyl-L-serine.""",,,,,,,,,,
"MOD:01362	S	96.04	""A protein modification that effectively converts an L-serine residue to O-thiophospho-L-serine.""",,,,,,,,,,
"MOD:01194	S	121.20	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:00171	S	123.05	""A protein modification that effectively converts an L-serine residue to N-seryl-glycosylphosphatidylinositolethanolamine.""",,,,,,,,,,
"MOD:00175	S	123.05	""A protein modification that effectively converts an L-serine residue to N-seryl-glycosylsphingolipidinositolethanolamine.""",,,,,,,,,,
"MOD:01587	S	123.05	""A protein modification that effectively converts an L-serine residue to O-(2-aminoethylphosphoryl)-L-serine.""",,,,,,,,,,
"MOD:00295	S	126.20	""A protein modification that effectively converts an L-serine residue to O-octanoyl-L-serine.""",,,,,,,,,,
"MOD:00814	S	132.12	""A protein modification that effectively converts an L-serine residue to O3-xylosylserine.""",,,,,,,,,,
"MOD:01497	S	144.10	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ4plex-115 reporter+balance group.""",,,,,,,,,,
"MOD:01504	S	144.10	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ4plex-116 reporter+balance group.""",,,,,,,,,,
"MOD:01511	S	144.10	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ4plex-117 reporter+balance group.""",,,,,,,,,,
"MOD:01490	S	144.11	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ4plex-114 reporter+balance group.""",,,,,,,,,,
"MOD:00812	S	146.14	""A protein modification that effectively converts an L-serine residue to an O-fucosylserine.""",,,,,,,,,,
"MOD:00269	S	154.06	""A protein modification that effectively converts an L-serine residue to O-(sn-1-glycerophosphoryl)-L-serine.""",,,,,,,,,,
"MOD:00390	S	154.25	""A protein modification that effectively converts an L-serine residue to O-decanoyl-L-serine.""",,,,,,,,,,
"MOD:00804	S	162.14	""A protein modification that effectively converts an L-serine residue to O3-beta-glucosylated L-serine.""",,,,,,,,,,
"MOD:00808	S	162.14	""A protein modification that effectively converts an L-serine residue to O3-galactosylserine.""",,,,,,,,,,
"MOD:00810	S	162.14	""A protein modification that effectively converts an L-serine residue to O3-mannosylserine.""",,,,,,,,,,
"MOD:00787	S	164.14	""modification from UniMod - label for the active site serine of the serine esterase/protease family also shown to label tyrosine in serum albumin""",,,,,,,,,,
"MOD:01588	S	166.14	""A protein modification that effectively converts an L-serine residue to O-cholinephosphoryl-L-serine.""",,,,,,,,,,
"MOD:01976	S	172.18	""A protein modification that effectively converts an L-serine residue to O3-(poly-3-hydroxybutyrate)-L-serine.""",,,,,,,,,,
"MOD:00296	S	176.12	""A protein modification that effectively converts an L-serine residue to O-D-glucuronosyl-L-serine.""",,,,,,,,,,
"MOD:01273	S	183.23	""A protein modification that is produced by formation of an adduct with 4-(2-aminoethyl)benzenesulfonyl fluoride", AEBS," and an L-serine residue.""",,,,,,,,
"MOD:00834	S	187.19	""A protein modification that effectively converts an L-serine residue to O3-(N-acetamino)fucosylserine.""",,,,,,,,,,
"MOD:01198	S	192.17	""A protein modification that effectively converts an L-serine residue to O-heptosyl-L-serine.""",,,,,,,,,,
"MOD:00163	S	203.19	""A protein modification that effectively converts an L-serine residue to O-(N-acetylaminogalactosyl)-L-serine.""",,,,,,,,,,
"MOD:00805	S	203.19	""A protein modification that effectively converts an L-serine residue to O3-(N-acetylaminoglucosyl)-L-serine.""",,,,,,,,,,
"MOD:01675	S	203.19	""A protein modification that effectively converts an L-serine residue to O3-(N-acetylaminohexosyl)-L-serine.""",,,,,,,,,,
"MOD:01963	S	228.25	""A protein modification that effectively converts an L-serine residue to O-(2",4-diacetamido-2,4,"6-trideoxy-D-glucosyl)-L-serine.""",,,,,,,
"MOD:01725	S	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Proteome Sciences TMT6plex-126 reporter+balance group.""",,,,,,,,,,
"MOD:01733	S	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Proteome Sciences TMT6plex-127 reporter+balance group.""",,,,,,,,,,
"MOD:01741	S	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Proteome Sciences TMT6plex-128 reporter+balance group.""",,,,,,,,,,
"MOD:01749	S	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Proteome Sciences TMT6plex-129 reporter+balance group.""",,,,,,,,,,
"MOD:01757	S	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Proteome Sciences TMT6plex-130 reporter+balance group.""",,,,,,,,,,
"MOD:01765	S	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Proteome Sciences TMT6plex-131 reporter+balance group.""",,,,,,,,,,
"MOD:01381	S	236.40	""A protein modification that effectively converts an L-serine residue to O-palmitoleyl-L-serine.""",,,,,,,,,,
"MOD:00089	S	238.41	""A protein modification that effectively converts an L-serine residue to O-palmitoyl-L-serine.""",,,,,,,,,,
"MOD:00302	S	242.12	""A protein modification that effectively converts an L-serine residue to O-(phosphoglycosyl-D-mannose-1-phosphoryl)-L-serine.""",,,,,,,,,,
"MOD:01589	S	244.25	""A protein modification that effectively converts an L-serine residue to O-(2",4-diacetamido-2,"4-dideoxyglucosyl)-L-serine.""",,,,,,,,
"MOD:01964	S	274.27	""A protein modification that effectively converts an L-serine residue to O-(2-acetamido-4-glyceramido-2",4,"6-trideoxy-D-glucosyl)-L-serine.""",,,,,,,,
"MOD:00301	S	283.17	""A protein modification that effectively converts an L-serine residue to O-(N-acetylglucosamine-1-phosphoryl)-L-serine.""",,,,,,,,,,
"MOD:01547	S	304.20	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ8plex-115 reporter+balance group.""",,,,,,,,,,
"MOD:01568	S	304.20	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ8plex-118 reporter+balance group.""",,,,,,,,,,
"MOD:01575	S	304.20	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ8plex-119 reporter+balance group.""",,,,,,,,,,
"MOD:01582	S	304.20	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ8plex-121 reporter+balance group.""",,,,,,,,,,
"MOD:01533	S	304.21	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ8plex-113 reporter+balance group.""",,,,,,,,,,
"MOD:01540	S	304.21	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ8plex-114 reporter+balance group.""",,,,,,,,,,
"MOD:01554	S	304.21	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ8plex-116 reporter+balance group.""",,,,,,,,,,
"MOD:01561	S	304.21	""A protein modification that effectively replaces an O3-hydrogen atom of a serine residue with the Applied Biosystems iTRAQ8plex-117 reporter+balance group.""",,,,,,,,,,
"MOD:00159	S	340.33	""A protein modification that effectively converts an L-serine residue to O-phosphopantetheine-L-serine.""",,,,,,,,,,
"MOD:01261	S	362.38	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:01270	S	380.39	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:01475	S	397.38	""A protein modification that effectively converts an L-serine residue to O-[S-(carboxamidomethyl)phosphopantetheine]-L-serine.""",,,,,,,,,,
"MOD:01474	S	398.37	""A protein modification that effectively converts an L-serine residue to O-[S-(carboxymethyl)phosphopantetheine]-L-serine.""",,,,,,,,,,
"MOD:01364	S	421.43	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:00355	S	438.33	""A protein modification that effectively converts an L-serine residue to O-(riboflavin phosphoryl)-L-serine.""",,,,,,,,,,
"MOD:00640	S	467.54	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01281	S	490.70	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:01307	S	525.66	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:00242	S	541.30	""A protein modification that effectively converts an L-serine residue to O-(ADP-ribosyl)-L-serine.""",,,,,,,,,,
"MOD:00635	S	572.75	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01356	S	657.60	""A protein modification that effectively replaces an O3 hydrogen atom of a serine residue with a carbohydrate-like group composed of Hex1HexNAc1NeuAc1 linked through a glycosidic bond.""",,,,,,,,,,
"MOD:00379	S	831.69	""A protein modification that effectively converts an L-serine residue to L-serine microcin E492 siderophore ester.""",,,,,,,,,,
"MOD:00176	S	881.63	""A protein modification that effectively converts an L-serine residue to O-(phosphoribosyl dephospho-coenzyme A)-L-serine.""",,,,,,,,,,
"MOD:01205	S	947.85	""A protein modification that effectively replaces an O3 hydrogen atom of a serine residue with a carbohydrate-like group composed of Hex1HexNAc1NeuAc2 linked through a glycosidic bond.""",,,,,,,,,,
"MOD:00324	S	1588.01	""A protein modification that effectively converts an L-serine residue to L-serinyl molybdenum bis(molybdopterin guanine dinucleotide).""",,,,,,,,,,
"MOD:01647	T	-101.10	""A protein modification that effectively removes or replaces an L-threonine.""",,,,,,,,,,
"MOD:01433	T	-46.03	""A protein modification that effectively converts an L-threonine residue into 1-amino-2-propanone.""",,,,,,,,,,
"MOD:01388	T	-44.01	""A protein modification that effectively converts an L-threonine residue into 1-amino-2-propanol.""",,,,,,,,,,
"MOD:00537	T	-30.03	""A protein modification that effectively converts an L-threonine residue to L-alanine.""",,,,,,,,,,
"MOD:00190	T	-18.02	""A protein modification that effectively converts an L-threonine residue to dehydrobutyrine.""",,,,,,,,,,
"MOD:01470	T	-18.02	""A protein modification that effectively converts an L-threonine residue to (E)-dehydrobutyrine.""",,,,,,,,,,
"MOD:01471	T	-18.02	""A protein modification that effectively converts an L-threonine residue to (Z)-dehydrobutyrine.""",,,,,,,,,,
"MOD:00138	T	-17.03	""A protein modification that effectively converts an L-threonine residue into 2-oxobutanoic acid.""",,,,,,,,,,
"MOD:01345	T	-2.02	""A protein modification that effectively converts an L-threonine residue to 2-amino-3-oxobutanoic acid.""",,,,,,,,,,
"MOD:00252	T	-1.01	""A protein modification that effectively cross-links an L-threonine residue to the polymer keratan sulfate by a D-glucuronosyl-D-galactosyl-D-galactosyl-D-xylosyl tetrasaccharide.""",,,,,,,,,,
"MOD:00106	T	-0.98	""A protein modification that effectively converts an L-threonine residue to L-threonine amide.""",,,,,,,,,,
"MOD:01235	T	2.00	""modification from UniMod Isotopic label - alkaline phosphatase to dephosphorylate""",,,,,,,,,,
"MOD:01301	T	13.04	""A protein modification that effectively converts an L-threonine residue to 2-amino-3-(methylamino)butanoic acid.""",,,,,,,,,,
"MOD:01387	T	14.03	""A protein modification that effectively converts an L-threonine residue to O-methyl-L-threonine.""",,,,,,,,,,
"MOD:01610	T	14.03	""A protein modification that effectively converts an L-threonine residue to L-threonine methyl ester.""",,,,,,,,,,
"MOD:01221	T	28.01	""A protein modification that effectively converts an L-threonine residue to O-formyl-L-threonine.""",,,,,,,,,,
"MOD:00061	T	42.04	""A protein modification that effectively converts an L-threonine residue to N-acetyl-L-threonine.""",,,,,,,,,,
"MOD:01171	T	42.04	""A protein modification that effectively converts an L-threonine residue to O-acetyl-L-threonine.""",,,,,,,,,,
"MOD:01186	T	42.04	""A protein modification that effectively converts an L-threonine residue to either N-acetyl-L-threonne"," or O-acetyl-Lthreonine.""",,,,,,,,,
"MOD:01078	T	59.13	""A protein modification that effectively converts an L-threonine residue to S-(2-aminoethyl)-3-methylcysteine.""",,,,,,,,,,
"MOD:01256	T	76.18	""A protein modification that effectively converts an L-threonine residue to 3-methyl-S-(2-sulfanylethyl)cysteine.""",,,,,,,,,,
"MOD:00260	T	78.97	""A protein modification that effectively crosslinks an L-threonine residue and the 5&apos;-end of DNA through a phosphodiester bond to form O-(phospho-5&apos;-DNA)-L-threonine.""",,,,,,,,,,
"MOD:00047	T	79.98	""A protein modification that effectively converts an L-threonine residue to O-phospho-L-threonine.""",,,,,,,,,,
"MOD:00367	T	80.06	""A protein modification that effectively converts an L-threonine residue to O-sulfo-L-threonine.""",,,,,,,,,,
"MOD:01317	T	87.18	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:01096	T	90.13	""A protein modification that effectively converts an L-threonine residue to O-benzyl-L-threonine.""",,,,,,,,,,
"MOD:01361	T	96.04	""A protein modification that effectively converts an L-threonine residue to O-thiophospho-L-threonine.""",,,,,,,,,,
"MOD:01671	T	115.09	""A protein modification that effectively converts an L-threonine residue to O-(L-isoaspartyl)-L-threonine"," using free L-asparagine and releasing ammonia.""",,,,,,,,,
"MOD:01193	T	121.20	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:00173	T	123.05	""A protein modification that effectively converts an L-threonine residue to N-threonyl-glycosylphosphatidylinositolethanolamine.""",,,,,,,,,,
"MOD:00391	T	126.20	""A protein modification that effectively converts an L-threonine residue to O-octanoyl-L-threonine.""",,,,,,,,,,
"MOD:01785	T	129.12	""A protein modification that effectively converts an L-threonine residue to O-(L-isoglutamyl)-L-threonine"," using free L-glutamine and releasing ammonia.""",,,,,,,,,
"MOD:01498	T	144.10	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ4plex-115 reporter+balance group.""",,,,,,,,,,
"MOD:01505	T	144.10	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ4plex-116 reporter+balance group.""",,,,,,,,,,
"MOD:01512	T	144.10	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ4plex-117 reporter+balance group.""",,,,,,,,,,
"MOD:01491	T	144.11	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ4plex-114 reporter+balance group.""",,,,,,,,,,
"MOD:00813	T	146.14	""A protein modification that effectively converts an threonine residue to an O-fucosylthreonine.""",,,,,,,,,,
"MOD:00392	T	154.25	""A protein modification that effectively converts an L-threonine residue to O-decanoyl-L-threonine.""",,,,,,,,,,
"MOD:01306	T	161.16	""A protein modification that effectively converts an L-threonine residue to O-hexosaminyl-L-threonine.""",,,,,,,,,,
"MOD:00809	T	162.14	""A protein modification that effectively converts an L-threonine residue to O3-galactosylthreonine.""",,,,,,,,,,
"MOD:00811	T	162.14	""a protein modification that effectively forms a O3-mannosylthreonine""",,,,,,,,,,
"MOD:01348	T	162.14	""A protein modification that effectively converts an L-threonine residue to an O-hexosyl-L-threonine.""",,,,,,,,,,
"MOD:01200	T	192.17	""A protein modification that effectively converts an L-threonine residue to O-heptosyl-L-threonine.""",,,,,,,,,,
"MOD:00164	T	203.19	""A protein modification that effectively converts an L-asparagine residue to O-(N-acetylaminogalactosyl)-L-threonine.""",,,,,,,,,,
"MOD:00806	T	203.19	""A protein modification that effectively converts an L-threonine residue to O3-(N-acetylaminoglucosyl)-L-threonine.""",,,,,,,,,,
"MOD:01676	T	203.19	""A protein modification that effectively converts an L-threonine residue to O3-(N-acetylaminohexosyl)-L-threonine.""",,,,,,,,,,
"MOD:01726	T	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Proteome Sciences TMT6plex-126 reporter+balance group.""",,,,,,,,,,
"MOD:01734	T	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Proteome Sciences TMT6plex-127 reporter+balance group.""",,,,,,,,,,
"MOD:01742	T	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Proteome Sciences TMT6plex-128 reporter+balance group.""",,,,,,,,,,
"MOD:01750	T	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Proteome Sciences TMT6plex-129 reporter+balance group.""",,,,,,,,,,
"MOD:01758	T	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Proteome Sciences TMT6plex-130 reporter+balance group.""",,,,,,,,,,
"MOD:01766	T	229.16	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Proteome Sciences TMT6plex-131 reporter+balance group.""",,,,,,,,,,
"MOD:01769	T	236.40	""A protein modification that effectively converts an L-threonine residue to O-palmitoleyl-L-threonine.""",,,,,,,,,,
"MOD:00088	T	238.41	""A protein modification that effectively converts an L-threonine residue to O-palmitoyl-L-threonine.""",,,,,,,,,,
"MOD:00575	T	240.32	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01617	T	242.12	""A protein modification that effectively converts an L-threonine residue to O-(6-phosphomannosyl)-L-threonine.""",,,,,,,,,,
"MOD:01770	T	254.44	""A protein modification that effectively converts an L-threonine residue to O-palmitoyl-L-threonine amide.""",,,,,,,,,,
"MOD:00350	T	268.25	""A protein modification that effectively attaches an L-threonine residue to murein peptidoglycan by a pentaglycine linker peptide.""",,,,,,,,,,
"MOD:01548	T	304.20	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ8plex-115 reporter+balance group.""",,,,,,,,,,
"MOD:01569	T	304.20	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ8plex-118 reporter+balance group.""",,,,,,,,,,
"MOD:01576	T	304.20	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ8plex-119 reporter+balance group.""",,,,,,,,,,
"MOD:01583	T	304.20	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ8plex-121 reporter+balance group.""",,,,,,,,,,
"MOD:01534	T	304.21	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ8plex-113 reporter+balance group.""",,,,,,,,,,
"MOD:01541	T	304.21	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ8plex-114 reporter+balance group.""",,,,,,,,,,
"MOD:01555	T	304.21	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ8plex-116 reporter+balance group.""",,,,,,,,,,
"MOD:01562	T	304.21	""A protein modification that effectively replaces an O3-hydrogen atom of a threonine residue with the Applied Biosystems iTRAQ8plex-117 reporter+balance group.""",,,,,,,,,,
"MOD:00272	T	329.21	""A protein modification that effectively crosslinks an L-threonine residue and 5&apos;-phosphoadenosine through a phosphodiester bond to form O-(phospho-5&apos;-adenosine)-L-threonine.""",,,,,,,,,,
"MOD:01268	T	380.39	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:00354	T	438.33	""A protein modification that effectively converts an L-threonine residue to O-(riboflavin phosphoryl)-L-threonine.""",,,,,,,,,,
"MOD:01280	T	490.70	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:01308	T	525.66	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:01663	T	541.30	""A protein modification that effectively converts an L-threonine residue to O-(ADP-ribosyl)-L-threonine.""",,,,,,,,,,
"MOD:01355	T	657.60	""A protein modification that effectively replaces an O3 hydrogen atom of a threonine residue with a carbohydrate-like group composed of Hex1HexNAc1NeuAc1 linked through a glycosidic bond.""",,,,,,,,,,
"MOD:01206	T	947.85	""A protein modification that effectively replaces an O3 hydrogen atom of a threonine residue with a carbohydrate-like group composed of Hex1HexNAc1NeuAc2 linked through a glycosidic bond.""",,,,,,,,,,
"MOD:01954	U	-80.99	""A protein modification that effectively converts an L-selenocysteine residue to dehydroalanine.""",,,,,,,,,,
"MOD:00253	U	1572.02	""A protein modification that effectively converts an L-selenocysteine residue to L-selenocysteinyl molybdenum bis(molybdopterin guanine dinucleotide).""",,,,,,,,,,
